Record_ID,Hour_of_Day,Road_Type,Weather,Traffic_Density,Speed_Limit,Reported_Severity,NLP_Risk_Flag,Corrected_Severity
2314,22,Rural,Snow,42,60,0,0,0
2315,2,Highway,Clear,48,100,1,1,1
2316,16,Urban,Rain,49,40,0,0,0
2317,14,Urban,Clear,42,40,0,0,0
2318,7,Urban,Rain,50,40,0,0,0
2319,9,Rural,Clear,74,60,0,0,0
2320,8,Urban,Rain,79,40,0,0,0
2321,13,Rural,Clear,49,60,0,0,0
2322,0,Rural,Clear,37,60,0,0,0
2323,21,Urban,Clear,29,40,0,0,0
2324,5,Highway,Clear,32,100,0,0,0
2325,19,Urban,Clear,64,40,0,0,0
2326,23,Urban,Clear,44,40,0,0,0
2327,3,Urban,Clear,35,40,0,0,0
2328,14,Highway,Clear,56,100,0,0,0
2329,3,Urban,Fog,47,40,0,0,0
2330,17,Urban,Rain,76,40,0,0,0
2331,22,Highway,Rain,49,100,1,1,1
2332,11,Highway,Clear,41,100,0,0,0
2333,7,Urban,Rain,36,40,0,0,0
2334,20,Highway,Clear,49,100,0,0,0
2335,13,Rural,Clear,38,60,0,0,0
2336,16,Highway,Clear,50,100,0,0,0
2337,9,Highway,Clear,84,100,0,0,0
2338,21,Highway,Rain,59,100,0,0,0
2339,16,Highway,Clear,54,100,0,0,0
2340,13,Highway,Fog,54,100,0,0,0
2341,18,Urban,Fog,75,40,0,0,0
2342,20,Rural,Clear,35,60,0,0,0
2343,20,Urban,Clear,24,40,0,0,0
2344,23,Highway,Snow,58,100,1,1,1
2345,1,Rural,Clear,25,60,0,0,0
2346,5,Rural,Clear,21,60,0,0,0
2347,0,Rural,Rain,46,60,0,0,0
2348,10,Urban,Clear,76,40,0,0,0
2349,0,Highway,Clear,51,100,0,1,1
2350,3,Urban,Snow,33,40,0,0,0
2351,3,Urban,Clear,46,40,0,0,0
2352,0,Rural,Rain,26,60,0,0,0
2353,22,Highway,Clear,36,100,1,1,1
2354,21,Rural,Clear,34,60,0,0,0
2355,19,Rural,Clear,68,60,0,0,0
2356,19,Rural,Rain,78,60,0,0,0
2357,8,Highway,Clear,76,100,0,0,0
2358,14,Urban,Clear,43,40,0,0,0
2359,23,Rural,Clear,28,60,0,0,0
2360,17,Highway,Rain,75,100,0,0,0
2361,22,Highway,Rain,51,100,0,1,1
2362,8,Urban,Clear,81,40,0,0,0
2363,22,Rural,Clear,47,60,0,0,0
2364,2,Urban,Clear,37,40,0,0,0
2365,9,Urban,Clear,90,40,0,0,0
2366,11,Urban,Clear,26,40,0,0,0
2367,1,Highway,Clear,54,100,1,1,1
2368,6,Highway,Clear,34,100,0,0,0
2369,18,Urban,Rain,75,40,0,0,0
2370,17,Highway,Clear,75,100,0,0,0
2371,8,Highway,Rain,95,100,0,0,0
2372,6,Urban,Clear,24,40,0,0,0
2373,9,Rural,Clear,70,60,0,0,0
2374,5,Rural,Clear,38,60,0,0,0
2375,3,Highway,Rain,32,100,1,1,1
2376,10,Highway,Clear,88,100,0,0,0
2377,16,Highway,Rain,44,100,1,1,1
2378,5,Rural,Clear,21,60,0,0,0
2379,14,Urban,Rain,44,40,0,0,0
2380,15,Rural,Clear,20,60,0,0,0
2381,0,Urban,Clear,36,40,0,0,0
2382,19,Rural,Clear,67,60,0,0,0
2383,3,Urban,Clear,36,40,0,0,0
2384,21,Highway,Clear,39,100,0,0,0
2385,10,Rural,Clear,78,60,0,0,0
2386,5,Rural,Fog,30,60,0,0,0
2387,15,Rural,Clear,35,60,0,0,0
2388,13,Rural,Snow,21,60,0,0,0
2389,0,Rural,Clear,27,60,0,0,0
2390,1,Rural,Clear,39,60,0,0,0
2391,23,Rural,Clear,48,60,0,0,0
2392,15,Rural,Clear,44,60,0,0,0
2393,10,Urban,Clear,64,40,0,0,0
2394,15,Rural,Rain,40,60,0,0,0
2395,9,Highway,Clear,91,100,0,0,0
2396,13,Urban,Clear,50,40,0,0,0
2397,1,Urban,Rain,32,40,0,0,0
2398,18,Rural,Clear,88,60,0,0,0
2399,19,Urban,Clear,85,40,0,0,0
2400,12,Rural,Rain,20,60,0,0,0
2401,14,Urban,Clear,30,40,0,0,0
2402,16,Rural,Rain,50,60,0,0,0
2403,20,Highway,Clear,34,100,0,0,0
2404,3,Urban,Clear,20,40,0,0,0
2405,13,Highway,Clear,54,100,0,0,0
2406,13,Rural,Rain,43,60,0,0,0
2407,2,Highway,Clear,38,100,1,1,1
2408,4,Highway,Clear,41,100,0,0,0
2409,8,Urban,Clear,69,40,0,0,0
2410,2,Rural,Fog,22,60,0,0,0
2411,3,Urban,Rain,49,40,0,0,0
2412,1,Rural,Clear,44,60,0,0,0
2413,13,Highway,Clear,44,100,0,0,0
2414,23,Rural,Rain,36,60,0,0,0
2415,14,Rural,Rain,24,60,0,0,0
2416,9,Urban,Fog,73,40,0,0,0
2417,18,Rural,Clear,70,60,0,0,0
2418,9,Highway,Clear,79,100,0,0,0
2419,1,Highway,Rain,40,100,1,1,1
2420,10,Urban,Clear,79,40,0,0,0
2421,8,Rural,Clear,80,60,0,0,0
2422,14,Highway,Clear,31,100,0,0,0
2423,5,Rural,Clear,38,60,0,0,0
2424,15,Urban,Clear,48,40,0,0,0
2425,4,Highway,Clear,36,100,0,0,0
2426,10,Highway,Clear,77,100,0,0,0
2427,0,Rural,Clear,21,60,0,0,0
2428,9,Highway,Clear,85,100,0,0,0
2429,14,Rural,Clear,31,60,0,0,0
2430,1,Rural,Clear,28,60,0,0,0
2431,11,Rural,Clear,43,60,0,0,0
2432,5,Highway,Clear,44,100,0,0,0
2433,0,Urban,Fog,32,40,0,0,0
2434,3,Urban,Clear,34,40,0,0,0
2435,15,Rural,Clear,29,60,0,0,0
2436,15,Highway,Clear,49,100,0,0,0
2437,22,Urban,Clear,25,40,0,0,0
2438,1,Rural,Rain,38,60,0,0,0
2439,8,Rural,Clear,69,60,0,0,0
2440,6,Urban,Clear,25,40,0,0,0
2441,10,Highway,Clear,96,100,0,0,0
2442,13,Rural,Clear,44,60,0,0,0
2443,14,Highway,Rain,45,100,0,0,0
2444,14,Urban,Fog,46,40,0,0,0
2445,19,Rural,Clear,75,60,0,0,0
2446,23,Urban,Clear,44,40,0,0,0
2447,21,Urban,Clear,21,40,0,0,0
2448,19,Urban,Clear,62,40,0,0,0
2449,6,Highway,Rain,41,100,0,0,0
2450,3,Rural,Rain,38,60,0,0,0
2451,4,Highway,Fog,48,100,1,1,1
2452,15,Rural,Rain,46,60,0,0,0
2453,2,Rural,Clear,36,60,0,0,0
2454,16,Highway,Clear,55,100,0,0,0
2455,21,Urban,Rain,45,40,0,0,0
2456,18,Highway,Fog,89,100,0,0,0
2457,0,Rural,Rain,40,60,0,0,0
2458,7,Highway,Clear,45,100,0,0,0
2459,16,Highway,Clear,53,100,0,0,0
2460,6,Highway,Rain,30,100,1,1,1
2461,23,Rural,Clear,40,60,0,0,0
2462,1,Highway,Clear,34,100,0,1,1
2463,5,Rural,Rain,27,60,0,0,0
2464,2,Urban,Clear,37,40,0,0,0
2465,3,Urban,Clear,33,40,0,0,0
2466,12,Rural,Clear,47,60,0,0,0
2467,14,Rural,Clear,32,60,0,0,0
2468,19,Urban,Rain,76,40,0,0,0
2469,6,Urban,Clear,50,40,0,0,0
2470,12,Highway,Snow,42,100,0,0,0
2471,13,Rural,Fog,47,60,0,0,0
2472,23,Highway,Clear,38,100,1,1,1
2473,0,Highway,Clear,57,100,1,1,1
2474,8,Rural,Clear,78,60,0,0,0
2475,11,Urban,Clear,48,40,0,0,0
2476,21,Rural,Clear,39,60,0,0,0
2477,1,Urban,Snow,27,40,0,0,0
2478,19,Rural,Clear,60,60,0,0,0
2479,10,Rural,Clear,80,60,0,0,0
2480,20,Rural,Clear,43,60,0,0,0
2481,2,Highway,Clear,34,100,1,1,1
2482,8,Highway,Fog,88,100,0,0,0
2483,1,Rural,Clear,43,60,0,0,0
2484,2,Highway,Rain,54,100,1,1,1
2485,6,Urban,Clear,30,40,0,0,0
2486,9,Urban,Clear,66,40,0,0,0
2487,6,Rural,Fog,27,60,0,0,0
2488,18,Highway,Clear,77,100,0,0,0
2489,23,Rural,Fog,49,60,0,0,0
2490,3,Rural,Clear,47,60,0,0,0
2491,17,Urban,Rain,65,40,0,0,0
2492,19,Rural,Fog,73,60,0,0,0
2493,19,Urban,Clear,79,40,0,0,0
2494,8,Rural,Rain,68,60,0,0,0
2495,9,Urban,Clear,77,40,0,0,0
2496,20,Urban,Rain,43,40,0,0,0
2497,1,Highway,Clear,44,100,0,0,0
2498,5,Urban,Fog,47,40,0,0,0
2499,22,Rural,Clear,23,60,0,0,0
2500,10,Highway,Rain,78,100,0,0,0
2501,0,Urban,Clear,32,40,0,0,0
2502,7,Rural,Clear,47,60,0,0,0
2503,17,Urban,Clear,86,40,0,0,0
2504,15,Urban,Clear,43,40,0,0,0
2505,14,Urban,Clear,37,40,0,0,0
2506,1,Urban,Fog,42,40,0,0,0
2507,15,Urban,Clear,42,40,0,0,0
2508,13,Urban,Clear,41,40,0,0,0
2509,10,Urban,Clear,89,40,0,0,0
2510,21,Highway,Clear,47,100,0,0,0
2511,9,Highway,Clear,97,100,0,0,0
2512,8,Highway,Rain,75,100,0,0,0
2513,2,Urban,Rain,42,40,0,0,0
2514,14,Highway,Clear,52,100,0,0,0
2515,6,Rural,Clear,31,60,0,0,0
2516,19,Highway,Clear,79,100,0,0,0
2517,0,Rural,Clear,32,60,0,0,0
2518,12,Urban,Rain,33,40,0,0,0
2519,7,Rural,Rain,47,60,0,0,0
2520,10,Urban,Clear,88,40,0,0,0
2521,0,Urban,Clear,44,40,0,0,0
2522,8,Urban,Clear,62,40,0,0,0
2523,22,Highway,Clear,50,100,0,0,0
2524,13,Urban,Snow,26,40,0,0,0
2525,10,Rural,Clear,62,60,0,0,0
2526,19,Highway,Clear,73,100,0,0,0
2527,9,Urban,Clear,79,40,0,0,0
2528,20,Urban,Rain,32,40,0,0,0
2529,12,Highway,Clear,60,100,0,0,0
2530,20,Urban,Clear,48,40,0,0,0
2531,3,Highway,Clear,33,100,1,1,1
2532,8,Rural,Rain,64,60,0,0,0
2533,18,Rural,Clear,90,60,0,0,0
2534,15,Urban,Rain,33,40,0,0,0
2535,0,Urban,Rain,34,40,0,0,0
2536,6,Urban,Fog,20,40,0,0,0
2537,4,Rural,Clear,32,60,0,0,0
2538,8,Urban,Clear,82,40,0,0,0
2539,13,Highway,Fog,42,100,0,0,0
2540,13,Urban,Rain,36,40,0,0,0
2541,16,Highway,Clear,38,100,0,0,0
2542,0,Highway,Fog,38,100,1,1,1
2543,11,Highway,Clear,50,100,0,0,0
2544,11,Urban,Clear,20,40,0,0,0
2545,3,Rural,Fog,35,60,0,0,0
2546,15,Highway,Clear,40,100,0,0,0
2547,0,Highway,Fog,38,100,1,1,1
2548,22,Urban,Clear,46,40,0,0,0
2549,13,Rural,Clear,26,60,0,0,0
2550,3,Highway,Clear,54,100,0,0,0
2551,5,Urban,Clear,32,40,0,0,0
2552,8,Rural,Clear,69,60,0,0,0
2553,3,Urban,Rain,25,40,0,0,0
2554,7,Urban,Rain,36,40,0,0,0
2555,22,Highway,Clear,50,100,0,0,0
2556,18,Highway,Clear,84,100,0,0,0
2557,20,Highway,Snow,40,100,0,0,0
2558,20,Urban,Clear,37,40,0,0,0
2559,14,Highway,Fog,45,100,0,0,0
2560,22,Rural,Clear,44,60,0,0,0
2561,12,Rural,Clear,43,60,0,0,0
2562,6,Highway,Snow,36,100,0,0,0
2563,20,Rural,Clear,30,60,0,0,0
2564,0,Rural,Clear,28,60,0,0,0
2565,7,Highway,Clear,52,100,0,0,0
2566,9,Rural,Fog,68,60,0,0,0
2567,22,Rural,Rain,50,60,0,0,0
2568,7,Highway,Clear,43,100,0,0,0
2569,3,Rural,Clear,41,60,0,0,0
2570,4,Highway,Snow,38,100,1,1,1
2571,17,Highway,Clear,89,100,0,0,0
2572,21,Urban,Rain,25,40,0,0,0
2573,1,Highway,Clear,37,100,0,0,0
2574,7,Highway,Fog,49,100,0,0,0
2575,12,Urban,Clear,30,40,0,0,0
2576,14,Rural,Clear,45,60,0,0,0
2577,20,Highway,Clear,45,100,0,0,0
2578,15,Rural,Clear,22,60,0,0,0
2579,4,Highway,Clear,40,100,1,1,1
2580,15,Urban,Rain,32,40,0,0,0
2581,14,Highway,Clear,60,100,0,0,0
2582,18,Rural,Clear,72,60,0,0,0
2583,13,Rural,Rain,25,60,0,0,0
2584,19,Highway,Clear,81,100,0,0,0
2585,10,Urban,Clear,87,40,0,0,0
2586,6,Rural,Rain,29,60,0,0,0
2587,13,Urban,Snow,20,40,0,0,0
2588,5,Urban,Clear,20,40,0,0,0
2589,4,Urban,Rain,50,40,0,0,0
2590,21,Rural,Clear,27,60,0,0,0
2591,4,Rural,Snow,25,60,0,0,0
2592,1,Rural,Clear,49,60,0,0,0
2593,2,Rural,Clear,41,60,0,0,0
2594,6,Highway,Clear,57,100,0,0,0
2595,4,Rural,Clear,43,60,0,0,0
2596,13,Urban,Clear,28,40,0,0,0
2597,0,Urban,Clear,26,40,0,0,0
2598,17,Urban,Fog,89,40,0,0,0
2599,21,Highway,Snow,32,100,0,0,0
2600,0,Urban,Rain,25,40,0,0,0
2601,14,Highway,Clear,31,100,0,0,0
2602,4,Urban,Clear,36,40,0,0,0
2603,22,Highway,Clear,43,100,0,0,0
2604,9,Urban,Clear,82,40,0,0,0
2605,9,Urban,Rain,69,40,0,0,0
2606,14,Urban,Rain,37,40,0,0,0
2607,14,Rural,Clear,29,60,0,0,0
2608,13,Highway,Snow,33,100,1,1,1
2609,13,Urban,Clear,33,40,0,0,0
2610,18,Rural,Fog,67,60,0,0,0
2611,18,Highway,Clear,98,100,0,0,0
2612,23,Urban,Snow,44,40,0,0,0
2613,9,Urban,Fog,73,40,0,0,0
2614,13,Urban,Clear,40,40,0,0,0
2615,4,Rural,Rain,36,60,0,0,0
2616,17,Rural,Clear,84,60,0,0,0
2617,15,Urban,Clear,20,40,0,0,0
2618,12,Urban,Clear,36,40,0,0,0
2619,18,Urban,Clear,79,40,0,0,0
2620,4,Rural,Clear,30,60,0,0,0
2621,16,Urban,Clear,34,40,0,0,0
2622,0,Urban,Snow,21,40,0,0,0
2623,11,Urban,Clear,26,40,0,0,0
2624,2,Highway,Clear,33,100,1,1,1
2625,6,Rural,Rain,36,60,0,0,0
2626,7,Urban,Clear,27,40,0,0,0
2627,5,Urban,Clear,34,40,0,0,0
2628,11,Urban,Fog,40,40,0,0,0
2629,23,Rural,Clear,23,60,0,0,0
2630,6,Rural,Snow,42,60,0,0,0
2631,4,Rural,Clear,22,60,0,0,0
2632,23,Highway,Rain,39,100,0,1,1
2633,13,Urban,Rain,26,40,0,0,0
2634,11,Rural,Fog,25,60,0,0,0
2635,19,Urban,Clear,87,40,0,0,0
2636,14,Rural,Clear,30,60,0,0,0
2637,15,Highway,Rain,46,100,0,0,0
2638,22,Urban,Rain,24,40,0,0,0
2639,16,Urban,Clear,37,40,0,0,0
2640,4,Highway,Clear,45,100,0,0,0
2641,19,Rural,Clear,65,60,0,0,0
2642,6,Highway,Rain,40,100,0,0,0
2643,13,Highway,Rain,54,100,1,1,1
2644,9,Highway,Rain,74,100,0,0,0
2645,22,Urban,Clear,48,40,0,0,0
2646,2,Rural,Clear,24,60,0,0,0
2647,19,Highway,Rain,76,100,0,0,0
2648,18,Rural,Clear,80,60,0,0,0
2649,4,Urban,Clear,49,40,0,0,0
2650,19,Highway,Rain,88,100,0,0,0
2651,23,Highway,Clear,60,100,0,0,0
2652,8,Urban,Fog,81,40,0,0,0
2653,14,Rural,Clear,50,60,0,0,0
2654,21,Rural,Clear,46,60,0,0,0
2655,23,Highway,Rain,39,100,1,1,1
2656,7,Urban,Fog,38,40,0,0,0
2657,8,Rural,Fog,70,60,0,0,0
2658,4,Urban,Clear,47,40,0,0,0
2659,13,Rural,Rain,44,60,0,0,0
2660,11,Urban,Fog,43,40,0,0,0
2661,15,Rural,Rain,37,60,0,0,0
2662,16,Urban,Clear,28,40,0,0,0
2663,23,Highway,Clear,46,100,0,0,0
2664,15,Highway,Rain,44,100,0,0,0
2665,10,Urban,Rain,66,40,0,0,0
2666,22,Urban,Clear,26,40,0,0,0
2667,2,Urban,Clear,26,40,0,0,0
2668,23,Urban,Clear,48,40,0,0,0
2669,5,Urban,Clear,33,40,0,0,0
2670,21,Highway,Clear,56,100,0,0,0
2671,6,Urban,Clear,43,40,0,0,0
2672,13,Rural,Rain,42,60,0,0,0
2673,11,Urban,Rain,39,40,0,0,0
2674,11,Highway,Clear,37,100,0,0,0
2675,10,Rural,Clear,71,60,0,0,0
2676,11,Urban,Clear,28,40,0,0,0
2677,5,Highway,Clear,33,100,0,0,0
2678,23,Urban,Clear,25,40,0,0,0
2679,8,Highway,Clear,93,100,0,0,0
2680,6,Urban,Rain,43,40,0,0,0
2681,14,Urban,Rain,26,40,0,0,0
2682,15,Rural,Clear,50,60,0,0,0
2683,13,Rural,Rain,29,60,0,0,0
2684,8,Urban,Rain,90,40,0,0,0
2685,16,Rural,Clear,47,60,0,0,0
2686,9,Urban,Clear,89,40,0,0,0
2687,22,Urban,Clear,48,40,0,0,0
2688,19,Rural,Snow,78,60,0,0,0
2689,18,Urban,Clear,63,40,0,0,0
2690,21,Highway,Clear,45,100,0,0,0
2691,0,Rural,Snow,42,60,0,0,0
2692,3,Highway,Rain,34,100,1,1,1
2693,17,Highway,Clear,88,100,0,0,0
2694,22,Highway,Fog,59,100,1,1,1
2695,8,Urban,Clear,76,40,0,0,0
2696,5,Urban,Rain,33,40,0,0,0
2697,20,Rural,Clear,33,60,0,0,0
2698,16,Highway,Clear,33,100,0,0,0
2699,5,Rural,Clear,25,60,0,0,0
2700,15,Urban,Clear,38,40,0,0,0
2701,6,Rural,Fog,28,60,0,0,0
2702,14,Highway,Snow,56,100,0,0,0
2703,1,Urban,Rain,28,40,0,0,0
2704,10,Highway,Clear,93,100,0,0,0
2705,13,Highway,Clear,40,100,0,0,0
2706,18,Urban,Clear,70,40,0,0,0
2707,19,Rural,Fog,87,60,0,0,0
2708,11,Highway,Clear,56,100,0,0,0
2709,13,Urban,Clear,47,40,0,0,0
2710,2,Highway,Clear,50,100,1,1,1
2711,12,Urban,Clear,27,40,0,0,0
2712,9,Rural,Clear,85,60,0,0,0
2713,15,Highway,Clear,49,100,0,0,0
2714,13,Urban,Fog,23,40,0,0,0
2715,21,Highway,Fog,45,100,0,0,0
2716,4,Highway,Clear,47,100,1,1,1
2717,7,Rural,Clear,36,60,0,0,0
2718,15,Highway,Clear,48,100,0,0,0
2719,2,Rural,Snow,45,60,0,0,0
2720,18,Rural,Rain,81,60,0,0,0
2721,18,Urban,Clear,84,40,0,0,0
2722,12,Highway,Clear,33,100,0,0,0
2723,14,Rural,Clear,46,60,0,0,0
2724,14,Rural,Clear,32,60,0,0,0
2725,20,Urban,Rain,38,40,0,0,0
2726,19,Highway,Snow,87,100,0,0,0
2727,12,Rural,Clear,26,60,0,0,0
2728,17,Urban,Clear,75,40,0,0,0
2729,9,Highway,Rain,96,100,0,0,0
2730,0,Highway,Clear,35,100,1,1,1
2731,13,Rural,Rain,35,60,0,0,0
2732,19,Rural,Rain,70,60,0,0,0
2733,5,Rural,Clear,34,60,0,0,0
2734,23,Highway,Clear,39,100,1,1,1
2735,3,Urban,Rain,48,40,0,0,0
2736,4,Rural,Rain,40,60,0,0,0
2737,13,Highway,Rain,43,100,0,0,0
2738,21,Rural,Snow,48,60,0,0,0
2739,10,Rural,Rain,69,60,0,0,0
2740,21,Rural,Clear,22,60,0,0,0
2741,22,Highway,Rain,35,100,1,1,1
2742,3,Rural,Clear,38,60,0,0,0
2743,15,Highway,Clear,54,100,0,0,0
2744,15,Urban,Rain,40,40,0,0,0
2745,23,Rural,Clear,43,60,0,0,0
2746,18,Highway,Rain,79,100,0,0,0
2747,15,Urban,Rain,35,40,0,0,0
2748,12,Urban,Clear,25,40,0,0,0
2749,6,Urban,Rain,46,40,0,0,0
2750,16,Rural,Clear,25,60,0,0,0
2751,3,Urban,Rain,22,40,0,0,0
2752,15,Urban,Clear,47,40,0,0,0
2753,5,Urban,Rain,40,40,0,0,0
2754,12,Rural,Clear,20,60,0,0,0
2755,14,Urban,Clear,29,40,0,0,0
2756,20,Urban,Rain,38,40,0,0,0
2757,5,Rural,Clear,30,60,0,0,0
2758,13,Urban,Rain,28,40,0,0,0
2759,4,Rural,Clear,28,60,0,0,0
2760,12,Urban,Clear,30,40,0,0,0
2761,5,Rural,Clear,36,60,0,0,0
2762,22,Rural,Clear,32,60,0,0,0
2763,22,Rural,Rain,34,60,0,0,0
2764,21,Highway,Clear,57,100,0,0,0
2765,20,Highway,Clear,46,100,0,0,0
2766,4,Rural,Rain,41,60,0,0,0
2767,23,Rural,Rain,45,60,0,0,0
2768,20,Rural,Rain,24,60,0,0,0
2769,15,Highway,Clear,42,100,0,0,0
2770,19,Urban,Clear,66,40,0,0,0
2771,7,Rural,Clear,49,60,0,0,0
2772,19,Highway,Rain,100,100,0,0,0
2773,18,Urban,Clear,85,40,0,0,0
2774,19,Rural,Clear,71,60,0,0,0
2775,11,Urban,Rain,46,40,0,0,0
2776,8,Highway,Snow,72,100,0,0,0
2777,9,Urban,Rain,89,40,0,0,0
2778,16,Highway,Clear,59,100,0,0,0
2779,20,Urban,Rain,28,40,0,0,0
2780,9,Rural,Fog,83,60,0,0,0
2781,21,Rural,Fog,32,60,0,0,0
2782,0,Rural,Clear,24,60,0,0,0
2783,3,Urban,Clear,28,40,0,0,0
2784,20,Urban,Snow,33,40,0,0,0
2785,14,Urban,Rain,45,40,0,0,0
2786,21,Highway,Rain,47,100,0,0,0
2787,15,Rural,Fog,37,60,0,0,0
2788,21,Urban,Clear,27,40,0,0,0
2789,19,Highway,Clear,95,100,0,0,0
2790,3,Urban,Clear,26,40,0,0,0
2791,20,Highway,Clear,49,100,0,0,0
2792,22,Rural,Clear,40,60,0,0,0
2793,21,Rural,Clear,46,60,0,0,0
2794,4,Highway,Clear,31,100,0,0,0
2795,4,Urban,Fog,40,40,0,0,0
2796,4,Rural,Clear,26,60,0,0,0
2797,18,Urban,Clear,77,40,0,0,0
2798,1,Urban,Clear,29,40,0,0,0
2799,18,Urban,Fog,79,40,0,0,0
2800,20,Urban,Rain,41,40,0,0,0
2801,7,Rural,Clear,25,60,0,0,0
2802,9,Rural,Clear,82,60,0,0,0
2803,23,Rural,Fog,46,60,0,0,0
2804,11,Urban,Clear,39,40,0,0,0
2805,21,Urban,Clear,43,40,0,0,0
2806,3,Urban,Snow,33,40,0,0,0
2807,12,Rural,Clear,30,60,0,0,0
2808,21,Urban,Clear,34,40,0,0,0
2809,12,Highway,Rain,43,100,1,1,1
2810,20,Urban,Clear,35,40,0,0,0
2811,20,Urban,Clear,20,40,0,0,0
2812,21,Highway,Clear,49,100,0,0,0
2813,0,Highway,Clear,53,100,1,1,1
2814,12,Rural,Clear,38,60,0,0,0
2815,4,Urban,Fog,39,40,0,0,0
2816,12,Urban,Clear,45,40,0,0,0
2817,20,Rural,Clear,44,60,0,0,0
2818,7,Highway,Clear,52,100,0,0,0
2819,3,Urban,Clear,37,40,0,0,0
2820,9,Urban,Rain,65,40,0,0,0
2821,0,Rural,Rain,49,60,0,0,0
2822,6,Urban,Clear,42,40,0,0,0
2823,18,Rural,Clear,62,60,0,0,0
2824,17,Rural,Clear,85,60,0,0,0
2825,18,Urban,Rain,67,40,0,0,0
2826,4,Urban,Fog,49,40,0,0,0
2827,10,Highway,Clear,77,100,0,0,0
2828,3,Urban,Clear,49,40,0,0,0
2829,16,Urban,Clear,39,40,0,0,0
2830,2,Urban,Clear,37,40,0,0,0
2831,5,Urban,Rain,32,40,0,0,0
2832,20,Rural,Clear,22,60,0,0,0
2833,20,Urban,Rain,28,40,0,0,0
2834,21,Rural,Rain,29,60,0,0,0
2835,5,Rural,Clear,40,60,0,0,0
2836,12,Urban,Rain,50,40,0,0,0
2837,6,Urban,Clear,28,40,0,0,0
2838,9,Highway,Clear,85,100,0,0,0
2839,1,Highway,Clear,49,100,1,1,1
2840,5,Urban,Clear,22,40,0,0,0
2841,13,Rural,Rain,20,60,0,0,0
2842,13,Rural,Clear,32,60,0,0,0
2843,16,Highway,Rain,39,100,0,0,0
2844,21,Urban,Clear,25,40,0,0,0
2845,17,Highway,Rain,96,100,0,0,0
2846,20,Rural,Clear,44,60,0,0,0
2847,9,Urban,Clear,74,40,0,0,0
2848,23,Rural,Fog,39,60,0,0,0
2849,6,Urban,Fog,49,40,0,0,0
2850,23,Urban,Clear,27,40,0,0,0
2851,5,Rural,Clear,34,60,0,0,0
2852,3,Highway,Clear,35,100,0,0,0
2853,17,Urban,Clear,65,40,0,0,0
2854,7,Urban,Clear,38,40,0,0,0
2855,16,Highway,Clear,55,100,0,0,0
2856,8,Rural,Fog,90,60,0,0,0
2857,8,Highway,Rain,92,100,0,0,0
2858,19,Highway,Clear,96,100,0,0,0
2859,7,Urban,Clear,32,40,0,0,0
2860,13,Rural,Clear,40,60,0,0,0
2861,21,Rural,Clear,50,60,0,0,0
2862,10,Highway,Clear,94,100,0,0,0
2863,18,Urban,Rain,69,40,0,0,0
2864,9,Highway,Clear,72,100,0,0,0
2865,20,Highway,Clear,57,100,0,0,0
2866,3,Rural,Snow,26,60,0,0,0
2867,10,Urban,Fog,71,40,0,0,0
2868,10,Urban,Clear,68,40,0,0,0
2869,23,Rural,Clear,30,60,0,0,0
2870,15,Rural,Clear,46,60,0,0,0
2871,16,Rural,Clear,29,60,0,0,0
2872,18,Highway,Fog,91,100,0,0,0
2873,17,Urban,Clear,76,40,0,0,0
2874,5,Rural,Rain,43,60,0,0,0
2875,19,Rural,Fog,80,60,0,0,0
2876,23,Rural,Fog,26,60,0,0,0
2877,2,Urban,Clear,29,40,0,0,0
2878,7,Rural,Clear,21,60,0,0,0
2879,6,Urban,Clear,36,40,0,0,0
2880,4,Urban,Clear,30,40,0,0,0
2881,0,Highway,Fog,34,100,1,1,1
2882,15,Rural,Fog,29,60,0,0,0
2883,7,Highway,Clear,48,100,0,0,0
2884,16,Urban,Fog,39,40,0,0,0
2885,4,Urban,Fog,33,40,0,0,0
2886,8,Rural,Fog,84,60,0,0,0
2887,0,Urban,Clear,26,40,0,0,0
2888,5,Highway,Rain,32,100,0,0,0
2889,5,Highway,Clear,49,100,0,0,0
2890,8,Highway,Clear,77,100,0,0,0
2891,20,Rural,Rain,24,60,0,0,0
2892,17,Highway,Clear,76,100,0,0,0
2893,2,Urban,Clear,34,40,0,0,0
2894,16,Highway,Clear,57,100,0,0,0
2895,7,Highway,Clear,46,100,0,0,0
2896,21,Highway,Rain,31,100,0,0,0
2897,16,Urban,Rain,22,40,0,0,0
2898,23,Rural,Clear,35,60,0,0,0
2899,22,Rural,Rain,33,60,0,0,0
2900,18,Highway,Clear,78,100,0,0,0
2901,3,Highway,Rain,36,100,1,1,1
2902,1,Rural,Rain,45,60,0,0,0
2903,18,Rural,Clear,64,60,0,0,0
2904,12,Highway,Rain,37,100,0,0,0
2905,6,Rural,Rain,49,60,0,0,0
2906,15,Rural,Rain,23,60,0,0,0
2907,11,Rural,Rain,34,60,0,0,0
2908,2,Rural,Rain,24,60,0,0,0
2909,3,Highway,Clear,38,100,0,0,0
2910,23,Urban,Clear,27,40,0,0,0
2911,23,Rural,Fog,27,60,0,0,0
2912,20,Highway,Clear,36,100,0,0,0
2913,14,Highway,Rain,35,100,0,0,0
2914,4,Highway,Clear,32,100,0,0,0
2915,11,Urban,Clear,43,40,0,0,0
2916,10,Highway,Clear,99,100,0,0,0
2917,18,Rural,Fog,70,60,0,0,0
2918,18,Highway,Clear,96,100,0,0,0
